127.0.0.1 - - [08/Jun/2016:00:48:25 +0900] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:03:13 +0900] "GET /js/sprinkle.js HTTP/1.1" 404 1022
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:03:13 +0900] "GET /js/jquery-1.2.6.min.js HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:03:51 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9450
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:03:51 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:03:51 +0900] "GET /js/jquery-1.2.6.min.js HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:03:51 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:03:51 +0900] "GET /js/sprinkle.js HTTP/1.1" 404 1022
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:03:51 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:03:51 +0900] "GET /js/jquery-ui-personalized-1.5.2.packed.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:37 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9452
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:37 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:37 +0900] "GET /js/sprinkle.js HTTP/1.1" 404 1022
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:37 +0900] "GET /js/jquery-ui-personalized-1.5.2.packed.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:37 +0900] "GET /js/jquery-1.2.6.min.js HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:37 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:37 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:54 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9452
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:55 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:55 +0900] "GET /js/jquery-1.2.6.min.js HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:55 +0900] "GET /js/jquery-ui-personalized-1.5.2.packed.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:55 +0900] "GET /js/sprinkle.js HTTP/1.1" 404 1022
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:55 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:55 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:04:55 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:01 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9452
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:01 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:01 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:01 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:01 +0900] "GET /js/jquery-1.2.6.min.js HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:01 +0900] "GET /js/sprinkle.js HTTP/1.1" 404 1022
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:01 +0900] "GET /js/jquery-ui-personalized-1.5.2.packed.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:23 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9452
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:23 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:23 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:23 +0900] "GET /js/jquery-ui-personalized-1.5.2.packed.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:23 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:23 +0900] "GET /js/sprinkle.js HTTP/1.1" 404 1022
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:23 +0900] "GET /js/jquery-1.2.6.min.js HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:38 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9454
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:38 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:38 +0900] "GET /js/jquery-ui-personalized-1.5.2.packed.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:38 +0900] "GET /js/jquery-1.2.6.min.js HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:38 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:39 +0900] "GET /js/sprinkle.js HTTP/1.1" 404 1022
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:39 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:59 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9063
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:59 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:59 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:05:59 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:06:25 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9063
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:06:25 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:06:25 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:06:25 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:07:26 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9085
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:07:26 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:07:26 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:07:26 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:07:34 +0900] "GET /Hospital_Reservation/view/doctorPro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:07:34 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9085
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:07:34 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:10 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9067
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:10 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:10 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:10 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:48 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9071
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:50 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:50 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9071
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:50 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:50 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:50 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:50 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:50 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:50 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:55 +0900] "GET /Hospital_Reservation/view/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:55 +0900] "GET /Hospital_Reservation/view/main.jsp HTTP/1.1" 200 3509
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:55 +0900] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:55 +0900] "GET /dist/js/bootstrap.min.js HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:56 +0900] "GET /Hospital_Reservation/view/loginForm.jsp HTTP/1.1" 200 3557
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:56 +0900] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:56 +0900] "GET /assets/js/ie-emulation-modes-warning.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:58 +0900] "POST /Hospital_Reservation/view/loginPro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:58 +0900] "GET /Hospital_Reservation/view/main.jsp HTTP/1.1" 200 3468
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:58 +0900] "GET /dist/js/bootstrap.min.js HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:58 +0900] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:59 +0900] "GET /Hospital_Reservation/view/ReservationPro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:59 +0900] "GET /Hospital_Reservation/view/Reservation.jsp HTTP/1.1" 200 6075
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:08:59 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:00 +0900] "GET /Hospital_Reservation/view/rsv_Login.jsp?ydate=2016-06-08%2001:08&doctor=Doctor1&subject=Internal%20Medicine HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:00 +0900] "GET /Hospital_Reservation/view/rsv_diagnosis.jsp?ydate=2016-06-08%2001:08&doctor=Doctor1&subject=Internal%20Medicine HTTP/1.1" 200 4834
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:00 +0900] "GET /assets/js/ie-emulation-modes-warning.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:00 +0900] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:04 +0900] "GET /Hospital_Reservation/view/rsv_Login.jsp?ydate=2016-06-08%2001:08&doctor=Doctor1&subject=Internal%20Medicine HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:04 +0900] "GET /Hospital_Reservation/view/rsv_diagnosis.jsp?ydate=2016-06-08%2001:08&doctor=Doctor1&subject=Internal%20Medicine HTTP/1.1" 200 4834
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:04 +0900] "GET /assets/js/ie-emulation-modes-warning.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:04 +0900] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:11 +0900] "GET /Hospital_Reservation/view/rsv_Login.jsp?ydate=2016-06-08%2001:08&doctor=Doctor1&subject=Internal%20Medicine HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:11 +0900] "GET /Hospital_Reservation/view/rsv_diagnosis.jsp?ydate=2016-06-08%2001:08&doctor=Doctor1&subject=Internal%20Medicine HTTP/1.1" 200 4834
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:11 +0900] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:11 +0900] "GET /assets/js/ie-emulation-modes-warning.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:18 +0900] "GET /Hospital_Reservation/view/rsv_Login.jsp?ydate=2016-06-08%2001:08&doctor=Doctor1&subject=Internal%20Medicine HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:18 +0900] "GET /Hospital_Reservation/view/rsv_diagnosis.jsp?ydate=2016-06-08%2001:08&doctor=Doctor1&subject=Internal%20Medicine HTTP/1.1" 200 4834
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:18 +0900] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:18 +0900] "GET /assets/js/ie-emulation-modes-warning.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:20 +0900] "GET /Hospital_Reservation/view/rsv_Confirm.jsp HTTP/1.1" 200 6948
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:20 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:21 +0900] "GET /Hospital_Reservation/view/main.jsp HTTP/1.1" 200 3468
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:21 +0900] "GET /dist/js/bootstrap.min.js HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:21 +0900] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:22 +0900] "GET /Hospital_Reservation/view/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:22 +0900] "GET /Hospital_Reservation/view/main.jsp HTTP/1.1" 200 3509
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:22 +0900] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:22 +0900] "GET /dist/js/bootstrap.min.js HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:23 +0900] "GET /Hospital_Reservation/view/loginForm.jsp HTTP/1.1" 200 3557
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:23 +0900] "GET /assets/js/ie-emulation-modes-warning.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:23 +0900] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:29 +0900] "POST /Hospital_Reservation/view/loginPro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:29 +0900] "GET /Hospital_Reservation/view/main.jsp HTTP/1.1" 200 3470
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:29 +0900] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:29 +0900] "GET /dist/js/bootstrap.min.js HTTP/1.1" 404 1042
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:30 +0900] "GET /Hospital_Reservation/view/doctorPro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:30 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9071
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:09:30 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:11:13 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9336
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:11:14 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:11:14 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:11:14 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:11:14 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:11:20 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9336
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:11:20 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:11:20 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:11:20 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:13:47 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9068
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:13:48 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:13:48 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:13:48 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:13:48 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:13:50 +0900] "GET /Hospital_Reservation/view/doctor_Confirm.jsp HTTP/1.1" 200 9068
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:13:50 +0900] "GET /Hospital_Reservation/view/jumbotron.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:13:50 +0900] "GET /Hospital_Reservation/view/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2016:01:13:50 +0900] "GET /admin/clinic/style.css HTTP/1.1" 404 1038
